bench,suite,system,surface,engine,run_dir,task_dir,task_id,attempt_number,grade_type,score,agent_latency_s,url_citations,citation_unique_urls,citation_content_chars_total,turns,tool_calls,f1_by_item,f1_by_row,precision_by_item,precision_by_row,recall_by_item,recall_by_row,success_rate
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000064-ws_en_004,ws_en_004,1,INCORRECT,0.9663865546218487,64.384,4,4,4077,1,0,0.9663865546218487,0.5882352941176471,0.9663865546218487,0.5882352941176471,0.9663865546218487,0.5882352941176471,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000065-ws_en_080,ws_en_080,1,INCORRECT,0.0,10.486,5,5,3460,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000066-ws_en_086,ws_en_086,1,INCORRECT,0.0,373.423,3,3,2357,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000067-ws_zh_093,ws_zh_093,1,INCORRECT,0.2638888888888889,28.116,3,3,2906,1,0,0.2638888888888889,0.07407407407407408,0.285,0.08,0.24568965517241378,0.06896551724137931,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000068-ws_en_024,ws_en_024,1,INCORRECT,0.0,325.956,4,4,4102,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000069-ws_en_002,ws_en_002,1,INCORRECT,0.6093750000000001,23.032,5,5,3886,1,0,0.6093750000000001,0.53125,0.75,0.6538461538461539,0.5131578947368421,0.4473684210526316,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000070-ws_en_014,ws_en_014,1,INCORRECT,0.0,213.983,5,5,3918,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000071-ws_zh_071,ws_zh_071,1,INCORRECT,0.43174603174603177,394.326,3,3,3313,1,0,0.43174603174603177,0.15555555555555556,0.43174603174603177,0.15555555555555556,0.43174603174603177,0.15555555555555556,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000072-ws_zh_032,ws_zh_032,1,INCORRECT,0.0,7.7,3,3,1612,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000073-ws_zh_007,ws_zh_007,1,INCORRECT,0.0,207.721,5,5,5521,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000074-ws_zh_084,ws_zh_084,1,INCORRECT,0.85625,31.027,5,5,4372,1,0,0.85625,0.5,0.85625,0.5,0.85625,0.5,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000075-ws_en_057,ws_en_057,1,INCORRECT,0.5784313725490196,225.22,5,5,5095,1,0,0.5784313725490196,0.0,0.59,0.0,0.5673076923076923,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000076-ws_zh_015,ws_zh_015,1,INCORRECT,0.8326530612244898,89.969,4,4,3107,1,0,0.8326530612244898,0.7428571428571429,0.7285714285714285,0.65,0.9714285714285714,0.8666666666666667,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000077-ws_zh_087,ws_zh_087,1,INCORRECT,0.8392857142857143,122.732,5,5,3767,1,0,0.8392857142857143,0.75,0.7580645161290323,0.6774193548387096,0.94,0.84,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000078-ws_en_071,ws_en_071,1,INCORRECT,0.9055555555555556,128.076,5,5,3435,1,0,0.9055555555555556,0.8666666666666667,0.9055555555555556,0.8666666666666667,0.9055555555555556,0.8666666666666667,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000079-ws_en_072,ws_en_072,1,CORRECT,1.0,42.478,5,5,3595,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000080-ws_zh_060,ws_zh_060,1,INCORRECT,0.0,13.52,5,5,2882,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000081-ws_en_100,ws_en_100,1,INCORRECT,0.9285714285714286,22.895,5,5,3961,1,0,0.9285714285714286,0.42857142857142855,0.9285714285714286,0.42857142857142855,0.9285714285714286,0.42857142857142855,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000082-ws_zh_056,ws_zh_056,1,INCORRECT,0.0,7.303,3,3,1032,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000083-ws_zh_055,ws_zh_055,1,INCORRECT,0.9477124183006536,138.219,5,5,2726,1,0,0.9477124183006536,0.6862745098039216,0.9477124183006536,0.6862745098039216,0.9477124183006536,0.6862745098039216,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000084-ws_zh_002,ws_zh_002,1,INCORRECT,0.0,12.145,5,5,2838,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000085-ws_zh_083,ws_zh_083,1,INCORRECT,0.5555555555555556,52.908,5,5,2140,1,0,0.5555555555555556,0.11111111111111112,0.5172413793103449,0.10344827586206896,0.6,0.12,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000086-ws_zh_075,ws_zh_075,1,INCORRECT,0.0,36.936,5,5,4754,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000087-ws_zh_030,ws_zh_030,1,INCORRECT,0.791005291005291,100.414,3,3,3634,1,0,0.791005291005291,0.23809523809523808,0.803763440860215,0.24193548387096775,0.7786458333333334,0.234375,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000088-ws_zh_069,ws_zh_069,1,INCORRECT,0.0,370.25,3,3,2291,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000089-ws_zh_082,ws_zh_082,1,INCORRECT,0.0,180.946,5,5,1423,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000090-ws_en_055,ws_en_055,1,INCORRECT,0.0,144.908,5,5,4352,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000091-ws_zh_089,ws_zh_089,1,INCORRECT,0.6752136752136753,233.827,5,5,4452,1,0,0.6752136752136753,0.0,0.6752136752136753,0.0,0.6752136752136753,0.0,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000092-ws_en_066,ws_en_066,1,INCORRECT,0.5308641975308643,114.17,5,5,3138,1,0,0.5308641975308643,0.07407407407407407,0.5972222222222222,0.08333333333333333,0.4777777777777778,0.06666666666666667,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000093-ws_en_095,ws_en_095,1,INCORRECT,0.384,45.698,5,5,3807,1,0,0.384,0.23999999999999996,0.8,0.5,0.25263157894736843,0.15789473684210525,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000094-ws_zh_028,ws_zh_028,1,INCORRECT,0.195,10.515,3,3,2638,1,0,0.195,0.06,0.195,0.06,0.195,0.06,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000095-ws_zh_099,ws_zh_099,1,INCORRECT,0.5606060606060607,117.34,5,5,4576,2,0,0.5606060606060607,0.30303030303030304,0.6607142857142857,0.35714285714285715,0.4868421052631579,0.2631578947368421,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000096-ws_zh_021,ws_zh_021,1,INCORRECT,0.9857142857142858,458.443,5,5,5064,1,0,0.9857142857142858,0.9,0.9857142857142858,0.9,0.9857142857142858,0.9,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000097-ws_zh_026,ws_zh_026,1,INCORRECT,0.03273809523809524,83.719,5,5,4263,1,0,0.03273809523809524,0.02380952380952381,0.9166666666666666,0.6666666666666666,0.016666666666666666,0.012121212121212121,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000098-ws_en_061,ws_en_061,1,CORRECT,1.0,60.369,5,5,2657,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000099-ws_zh_035,ws_zh_035,1,INCORRECT,0.05962732919254658,327.177,5,5,2760,1,0,0.05962732919254658,0.034782608695652174,0.12244897959183673,0.07142857142857142,0.03940886699507389,0.022988505747126436,0.0
pi-glm-5-2-evalkey-clean,widesearch,pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel,plugin,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-plugin-defaults-glm-5-2-nitro-parallel-widesearch-pi-glm-5-2-evalkey-clean-scale-seed0-b536b9d03d11,000100-ws_en_099,ws_en_099,1,INCORRECT,0.5714285714285714,45.095,5,5,5758,1,0,0.5714285714285714,0.0,0.7346938775510204,0.0,0.4675324675324675,0.0,0.0
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000001-c88356b4-6ae3-5b21-adb6-576091e5dfce,c88356b4-6ae3-5b21-adb6-576091e5dfce,1,CORRECT,1.0,39.933,35,29,31284,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000002-c1968da6-f9f8-5e9e-886b-b4a8a848cfbc,c1968da6-f9f8-5e9e-886b-b4a8a848cfbc,1,INCORRECT,0.0,76.006,66,49,55224,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000003-45d71f03-7580-518d-8cd3-7d7b06468658,45d71f03-7580-518d-8cd3-7d7b06468658,1,CORRECT,1.0,170.811,67,42,73085,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000004-44626758-769f-5f20-93ad-2d8ef660636c,44626758-769f-5f20-93ad-2d8ef660636c,1,INCORRECT,0.0,55.546,65,46,54280,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000005-f33b8690-dced-59bf-afd9-39f52d1e423f,f33b8690-dced-59bf-afd9-39f52d1e423f,1,INCORRECT,0.0,148.397,69,46,68068,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000006-6c4c9be5-47a4-5241-8d80-0387d8094d02,6c4c9be5-47a4-5241-8d80-0387d8094d02,1,INCORRECT,0.0,84.99,87,64,83608,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000007-18f35381-9e9b-5c9a-ba57-7d82fc362874,18f35381-9e9b-5c9a-ba57-7d82fc362874,1,CORRECT,1.0,11.697,14,11,12540,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000008-e36be246-6206-5b85-9f09-53d4ec5a1657,e36be246-6206-5b85-9f09-53d4ec5a1657,1,CORRECT,1.0,27.762,43,39,38881,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000009-de863923-7397-5fd9-b22b-2ef65afb1b65,de863923-7397-5fd9-b22b-2ef65afb1b65,1,CORRECT,1.0,24.334,19,17,20657,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000010-169667c9-633b-568a-b69e-f8a764fa4830,169667c9-633b-568a-b69e-f8a764fa4830,1,CORRECT,1.0,63.62,77,60,68827,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000011-93ec9449-9eb2-5eac-adcb-5afa17e01588,93ec9449-9eb2-5eac-adcb-5afa17e01588,1,INCORRECT,0.0,648.164,66,56,54282,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000012-1390fff4-dd92-5661-9e1c-e6a87cdcef1b,1390fff4-dd92-5661-9e1c-e6a87cdcef1b,1,CORRECT,1.0,307.322,116,62,108735,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000013-be6b9aac-134d-555e-b279-9c8e865d3f95,be6b9aac-134d-555e-b279-9c8e865d3f95,1,INCORRECT,0.0,135.017,68,39,64601,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000014-0c86bb8e-d72a-5c71-95fe-ac991b39d4d2,0c86bb8e-d72a-5c71-95fe-ac991b39d4d2,1,CORRECT,1.0,13.544,19,14,15704,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000015-361ceab7-b14e-501d-8393-156ea0a74ee2,361ceab7-b14e-501d-8393-156ea0a74ee2,1,CORRECT,1.0,95.465,92,75,71160,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000016-b91df7c2-c554-528d-be33-c6130fe8ba90,b91df7c2-c554-528d-be33-c6130fe8ba90,1,INCORRECT,0.0,212.939,79,48,82995,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000017-638a545a-f619-5e3d-adae-3f04ada5b5b7,638a545a-f619-5e3d-adae-3f04ada5b5b7,1,INCORRECT,0.0,152.092,75,53,71112,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000018-a86ad1b7-3ee2-5335-a550-e9806ca66675,a86ad1b7-3ee2-5335-a550-e9806ca66675,1,CORRECT,1.0,56.585,85,66,85024,1,0,,,,,,,
pi-glm-5-2-evalkey-clean,dsqa,pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel,25-turn,parallel,runs/pi-glm-5-2-evalkey-clean/pi-openrouter-web-search-25call-defaults-glm-5-2-nitro-parallel-dsqa-pi-glm-5-2-evalkey-clean-scale-seed0-d3097d75f401,000019-a3ac290d-42b4-552c-84fe-35a06ea4588d,a3ac290d-42b4-552c-84fe-35a06ea4588d,1,CORRECT,1.0,76.166,43,25,33038,1,0,,,,,,,
